epoch,train_loss,val_loss,train_acc,val_acc
1,2.3037174472384985,2.2630855045318605,0.11162222222222222,0.147
2,2.0997399407492745,1.917012936592102,0.17197777777777778,0.2154
3,1.9306095753351846,1.820110688018799,0.21364444444444444,0.2946
4,1.8500374063491822,1.6667188331604004,0.2623333333333333,0.3524
5,1.74606583565606,1.567332000350952,0.31604444444444446,0.3872
6,1.6694560718536378,1.508055286026001,0.34175555555555553,0.3962
7,1.612973727332221,1.434861833000183,0.37306666666666666,0.4482
8,1.5589442998462253,1.3706904649734497,0.39395555555555556,0.482
9,1.5115489504708184,1.3088720149993895,0.4242222222222222,0.5036
10,1.4658836327446831,1.2513152057647705,0.4514,0.5366
11,1.4085557208591037,1.221526259803772,0.4739111111111111,0.5428
12,1.369499704276191,1.1463018787384034,0.49466666666666664,0.5776
13,1.3326579963260228,1.0863702926635743,0.5113111111111112,0.6014
14,1.3045958371692234,1.0674909823417664,0.5220666666666667,0.6064
15,1.2774817312664455,1.0553011798858642,0.5369555555555555,0.6172
16,1.248318501302931,0.9857741143226624,0.5485555555555556,0.6424
17,1.218327571296692,0.9688593412399292,0.5601111111111111,0.6468
18,1.2072409194522433,0.9532318113327026,0.5652222222222222,0.6554
19,1.1935537913004557,0.9366774398803711,0.5720666666666666,0.665
20,1.169391625489129,0.9374046426773072,0.5803777777777778,0.6656
21,1.0943096199247573,0.8725227744579315,0.6080888888888889,0.6868
22,1.0747368536631265,0.8656480095863343,0.6152444444444445,0.6872
23,1.062271211942037,0.8659564691066742,0.6195111111111111,0.685
24,1.0544235127555,0.858947412776947,0.6226888888888888,0.6868
25,1.049550719918145,0.8583660092353821,0.6230222222222223,0.6886
26,1.0422429554303487,0.8349644468307496,0.6296444444444445,0.6982
27,1.0403228619681464,0.8346425548553467,0.6286444444444445,0.6924
28,1.0319483603583441,0.8384397297859192,0.6314888888888889,0.6998
29,1.0368929878022937,0.8363585917472839,0.6323111111111112,0.6946
30,1.032990192498101,0.8284800651550293,0.6323777777777778,0.6968
