epoch,train_loss,val_loss,train_acc,val_acc
1,1.7217735883076986,1.4085305826187133,0.3466888888888889,0.4732
2,1.3531684223598903,1.2343498659133911,0.49993333333333334,0.563
3,1.1833691529168022,1.0230468712806702,0.5717555555555556,0.6308
4,1.0665255078209772,0.9330280891418457,0.6149555555555556,0.6554
5,0.9842464570893181,0.8320530406951905,0.6485555555555556,0.702
6,0.9211482573615181,0.7869158411979675,0.6736,0.7146
7,0.8607839384396871,0.7657038340091705,0.6954666666666667,0.7244
8,0.8135737208578322,0.6932389077186585,0.7156888888888889,0.7528
9,0.773465438387129,0.6663759063720703,0.7298444444444444,0.7678
10,0.7425977669186062,0.6473313881874084,0.7412888888888889,0.7728
11,0.7141553268114725,0.6276972968578338,0.7533777777777778,0.7786
12,0.6852351221826342,0.6565043952226639,0.7618666666666667,0.7676
13,0.6624043918185764,0.5680163362264633,0.7711111111111111,0.7954
14,0.6429790145238241,0.5963680864334107,0.7772666666666667,0.7876
15,0.630221498213874,0.5568533338069915,0.7828,0.8034
16,0.6071641692267524,0.5287310601234436,0.7909333333333334,0.8146
17,0.5969552727381389,0.5079823315024375,0.7956444444444445,0.8268
18,0.5770392393430074,0.5293978566646576,0.8015555555555556,0.8122
19,0.5666876120355394,0.5459661115646363,0.8067333333333333,0.8098
20,0.5586353867212931,0.4721627562999725,0.8066666666666666,0.834
21,0.49261703742874996,0.4250022186398506,0.8315111111111111,0.853
22,0.47303838216993543,0.4153090569615364,0.8385777777777778,0.8556
23,0.46281110547913445,0.42482264788150786,0.8390888888888889,0.8504
24,0.457202467113071,0.421417666387558,0.845,0.8518
25,0.4527449139912923,0.41028475141525267,0.8441777777777778,0.857
26,0.4511948898686303,0.41262122988700867,0.8447777777777777,0.8572
27,0.4447726899570889,0.41408090463876723,0.8473111111111111,0.8538
28,0.4478910939534505,0.4046588322401047,0.8447777777777777,0.8594
29,0.4429580971982744,0.41082161571383474,0.8474444444444444,0.8572
30,0.4356798760096232,0.4019998906493187,0.8506888888888889,0.8586
