epoch,train_loss,val_loss,train_acc,val_acc
1,1.9759012910842895,1.6110481916427613,0.2701777777777778,0.4048
2,1.7624843133290609,1.4330138175964355,0.3896,0.4788
3,1.6529008352067736,1.3136438636779786,0.45368888888888886,0.5378
4,1.5780083480623033,1.2043476825714112,0.4982888888888889,0.5862
5,1.519893822564019,1.1878511869430541,0.5294666666666666,0.5778
6,1.472638526005215,1.0784187456130983,0.5580444444444445,0.6258
7,1.4299283321380616,1.0299257091522216,0.5768,0.6394
8,1.3943121981726752,0.9652072023391723,0.5946,0.6688
9,1.3600860905117458,0.9683267805099487,0.614,0.6634
10,1.3346092971165975,0.9602460062980652,0.6294666666666666,0.6684
11,1.3076488966200086,0.9324622386932373,0.6400222222222223,0.6788
12,1.2887821527057224,0.871495794391632,0.6510444444444444,0.703
13,1.2612458738115098,0.8601275527954102,0.6642666666666667,0.703
14,1.2444979065153334,0.8122312348365783,0.6748444444444445,0.7226
15,1.2226223770777385,0.801095916223526,0.6861111111111111,0.7302
16,1.2087382220162286,0.7746779835224151,0.6922444444444444,0.7376
17,1.1928052920447456,0.7754024756908416,0.6972222222222222,0.7404
18,1.1692222685496012,0.7418543859958648,0.7141111111111111,0.755
19,1.1581198808670043,0.7354438446998596,0.7185111111111111,0.7524
20,1.1435867809931437,0.7078535397529602,0.7260666666666666,0.767
21,1.0939984142303467,0.6589728152275085,0.7506444444444444,0.781
22,1.0737848928663465,0.645902781867981,0.7594888888888889,0.7886
23,1.0694068037668865,0.6416889945983887,0.7612666666666666,0.7882
24,1.0636715748680963,0.6414293409824371,0.7631111111111111,0.7928
25,1.0595330092959934,0.6337718240737915,0.7676222222222222,0.789
26,1.054240524927775,0.6362173540592193,0.7677777777777778,0.7928
27,1.0523146767298381,0.6339855089187622,0.7706222222222222,0.7882
28,1.050908981344435,0.6256236999511718,0.7722666666666667,0.7922
29,1.0483039357291328,0.6242447801113129,0.7729777777777778,0.7938
30,1.0418187049653795,0.6243301433086396,0.7736,0.7936
