epoch,train_loss,val_loss,train_acc,val_acc
1,2.302768629497952,2.302062333679199,0.1024,0.0976
2,2.2877869450887043,2.182099089050293,0.11955555555555555,0.1542
3,2.1094862320794,2.011754078674316,0.18497777777777777,0.1962
4,2.001171873580085,1.9220066486358642,0.2032,0.2306
5,1.9279073347091675,1.9073141990661622,0.23177777777777778,0.2492
6,1.8776906047185262,1.862181338119507,0.25244444444444447,0.2734
7,1.8394818010965983,1.827548659515381,0.27366666666666667,0.2678
8,1.7814221814049616,1.7046639907836914,0.2975555555555556,0.3254
9,1.7491511841244167,1.7067566123962403,0.31435555555555555,0.3398
10,1.7103146623187595,1.6221568298339843,0.3319111111111111,0.3784
11,1.6856375572416518,1.65036767578125,0.3459111111111111,0.371
12,1.6544156662199232,1.663156739807129,0.3542222222222222,0.3684
13,1.6233001841227213,1.5439421562194824,0.3695555555555556,0.4042
14,1.6018325823465982,1.5461775981903076,0.3797111111111111,0.4098
15,1.574754213417901,1.507301434326172,0.39053333333333334,0.4314
16,1.5435602667702568,1.4465957092285155,0.4051111111111111,0.4578
17,1.5249119933658175,1.4770875213623047,0.4151111111111111,0.4546
18,1.4973107185575698,1.3905700046539307,0.4284,0.4858
19,1.4725877652486166,1.391222709274292,0.4387111111111111,0.487
20,1.4452460596296521,1.333066014289856,0.4554888888888889,0.5094
21,1.386706672753228,1.2920202701568604,0.4794,0.5342
22,1.3781559211730956,1.3018612731933594,0.48273333333333335,0.5196
23,1.3707030142890082,1.276233677482605,0.481,0.5302
24,1.3623077388339573,1.285205763244629,0.48744444444444446,0.5242
25,1.3642395583258735,1.279775177383423,0.48588888888888887,0.5312
26,1.3612297335306804,1.2683013257980347,0.4904,0.5388
27,1.354019018597073,1.2809511096954345,0.49217777777777777,0.5348
28,1.350125101301405,1.2646645679473878,0.4966888888888889,0.5408
29,1.3474523016611735,1.2549063983917237,0.49764444444444444,0.5406
30,1.3426333388434517,1.2426478994369508,0.4957111111111111,0.5552
