epoch,train_loss,val_loss,train_acc,val_acc
1,1.93971538227929,1.7174141124725342,0.24695555555555557,0.3334
2,1.701712370745341,1.541072277069092,0.34184444444444445,0.4264
3,1.5736278616163466,1.3773379444122313,0.40186666666666665,0.4942
4,1.4732965746561686,1.25877308177948,0.4476888888888889,0.5416
5,1.3932887273364596,1.2611372758865356,0.48717777777777777,0.525
6,1.330917027621799,1.1299468280792235,0.5118,0.5904
7,1.2673057278527153,1.0834293365478516,0.5389555555555555,0.6112
8,1.2217188323550754,1.018990243244171,0.5587555555555556,0.6314
9,1.1773498950534396,0.9826758495330811,0.5752444444444444,0.638
10,1.1389953249613445,0.9792844968795776,0.5899333333333333,0.646
11,1.103989325120714,0.9414716915130615,0.6053111111111111,0.65
12,1.0772474178949991,0.8890357600212098,0.6145111111111111,0.672
13,1.0420539338005914,0.8824315644741059,0.6268666666666667,0.6746
14,1.025905129538642,0.8601832564353943,0.6339111111111111,0.6846
15,1.00225298538208,0.8161361632823944,0.6428222222222222,0.7026
16,0.9755532039960225,0.7934555784225464,0.6537777777777778,0.7138
17,0.9609337177064684,0.7919475191116333,0.6583333333333333,0.7142
18,0.9449371690432231,0.7478747076034545,0.6658222222222222,0.7298
19,0.9176865190505982,0.7302801210403442,0.6788444444444445,0.734
20,0.905628751426273,0.7146070717811585,0.6824222222222223,0.7504
21,0.8381748398886787,0.6559861217021942,0.7078444444444445,0.7664
22,0.8072629409578111,0.6464920751810074,0.7165777777777778,0.7682
23,0.7975954328219096,0.6349313415050507,0.7217555555555556,0.7738
24,0.7848965134832594,0.636563999414444,0.7240222222222222,0.779
25,0.7828096174769932,0.6209185738801957,0.7264222222222222,0.778
26,0.7794673171361287,0.6234461204528808,0.7283333333333334,0.7802
27,0.7729561843766106,0.609382427573204,0.7300888888888889,0.7822
28,0.7679074783960979,0.6064539202690125,0.7310222222222222,0.7822
29,0.7670751106156243,0.606096605682373,0.7335111111111111,0.7834
30,0.7507575970755683,0.5992524417161942,0.7377555555555556,0.7896
