epoch,train_loss,val_loss,train_acc,val_acc
1,1.980091686532587,1.7247166805417258,0.2380152396952061,0.3384735389415577
2,1.7599986227928945,1.61357866022519,0.3217135657286854,0.37285491419656785
3,1.6688920029311014,1.4756608823045854,0.3654226915461691,0.4495979839193568
4,1.5824749928369886,1.3570077984355642,0.4026219475610488,0.5058202328093123
5,1.4971617993463342,1.2592503595191948,0.4405411891762165,0.5417616704668187
6,1.4349482538976617,1.2459491079027851,0.4690106197876042,0.5439817592703708
7,1.3757196459750463,1.1551865456299695,0.496970060598788,0.5743429737189487
8,1.3321501483526428,1.1102994214182325,0.5121797564048719,0.5956438257530301
9,1.2859431234484364,1.0603035465231552,0.5311093778124437,0.6149045961838474
10,1.2452812206697226,1.024928569521893,0.5494690106197876,0.6223448937957519
11,1.2195912738248913,1.0698186594885137,0.5594888102237955,0.609804392175687
12,1.1906708993615347,1.0017117643848439,0.5692386152276955,0.6390855634225369
13,1.1571383520602294,0.9260629320879966,0.5815683686326274,0.6637465498619944
14,1.1227937060969704,0.9247449388970966,0.5964480710385792,0.6623064922596904
15,1.106876993584148,0.8951123414256485,0.6019679606407872,0.6700468018720749
16,1.0787882068744123,0.915442189412945,0.6141477170456591,0.6682467298691948
17,1.058870651765298,0.8616270369861387,0.620657586848263,0.688407536301452
18,1.0433142701472449,0.8387599657895999,0.626177476450471,0.6946477859114365
19,1.0158741273276055,0.8260309026548303,0.6379972400551989,0.6996879875195008
20,0.9992738308871938,0.8004572698223938,0.6440571188576228,0.7080883235329413
