epoch,train_loss,val_loss,train_acc,val_acc
1,2.2233590323392933,2.084353041246899,0.15102151021510216,0.19727605447891042
2,2.0789531888131516,1.9812779444026598,0.1993219932199322,0.22865542689146218
3,2.0035977524055655,1.8840969741083389,0.22848228482284824,0.3035339293214136
4,1.9317423993346035,1.8235868066146979,0.26001260012600125,0.3097738045239095
5,1.8652930267179086,1.8129319770439003,0.2843128431284313,0.3250134997300054
6,1.8155799672658897,1.6977037429351816,0.2990129901299013,0.36911261774764503
7,1.7732675940784524,1.7905439233539586,0.32292322923229233,0.34661306773864525
8,1.7361973778298059,1.6381938577506525,0.33516335163351635,0.38291234175316496
9,1.6976279997000925,1.6643625449539197,0.3531935319353193,0.37253254934901303
10,1.6709244485785921,1.6611891572316793,0.3656136561365614,0.3875922481550369
11,1.6334426927834036,1.683815786081377,0.3845138451384514,0.3984520309593808
12,1.6177917884291872,1.6436080799653805,0.3886238862388624,0.4179516409671807
13,1.5798015718365954,1.6374621815076935,0.4046440464404644,0.41015179696406073
14,1.5546482413371496,1.654355894841923,0.41805418054180543,0.42227155456890864
15,1.51148615706905,1.4624012262925479,0.43896438964389645,0.47699046019079616
16,1.4833652966630393,1.4857125917994183,0.4473344733447335,0.4615107697846043
17,1.4646082492214159,1.563733497878718,0.4548345483454835,0.4534109317813644
18,1.430506345684499,1.3857387717143386,0.47166471664716647,0.49403011939761204
19,1.415911667246746,1.2807275923854653,0.47982479824798246,0.5340493190136197
20,1.386721660311715,1.4063378465535394,0.48792487924879246,0.50614987700246
