epoch,train_loss,val_loss,train_acc,val_acc
1,2.158401314078437,1.9504737636566163,0.16771111111111112,0.2696
2,1.9280775710635716,1.761124906539917,0.2604666666666667,0.336
3,1.8070623466703626,1.6759389888763427,0.3095777777777778,0.371
4,1.719943877283732,1.5375290515899658,0.34395555555555557,0.4132
5,1.6391915032280815,1.4889126623153686,0.384,0.439
6,1.5548271695454916,1.397313307762146,0.4192888888888889,0.4814
7,1.4905052160263061,1.3349775798797607,0.4471333333333333,0.5046
8,1.4304051426357693,1.265265463066101,0.47253333333333336,0.5368
9,1.3721297818925646,1.1887909456253052,0.5007111111111111,0.5792
10,1.3303602714750502,1.1321316549301148,0.5138,0.599
11,1.2945143936793009,1.1313132579803467,0.5308,0.5952
12,1.2450708569632636,1.0776765573501588,0.5499111111111111,0.6124
13,1.2204657977210152,1.0207048395156861,0.5599333333333333,0.6402
14,1.20105601594713,1.0621322615623474,0.5689555555555555,0.6042
15,1.15589503970676,0.947721834564209,0.5834888888888888,0.6592
16,1.1434664368523493,0.950617246055603,0.5918,0.6572
17,1.1077155671437582,0.9320223495483398,0.6033111111111111,0.668
18,1.0878040551079644,0.9148978909492492,0.6130888888888889,0.6716
19,1.0610658602926466,0.9273714715957642,0.6224,0.6698
20,1.043511255783505,0.8678136226654053,0.6297777777777778,0.6876
21,0.9597870314915975,0.8157415914535523,0.6613777777777777,0.7064
22,0.9393831058078342,0.7990512404441833,0.6659777777777778,0.7106
23,0.9306294893476698,0.7908736919403077,0.6723111111111111,0.7132
24,0.920874799908532,0.7750354033470154,0.6717777777777778,0.719
25,0.9182661341137356,0.7731161092281341,0.6741111111111111,0.7212
26,0.912613578414917,0.7696786609649658,0.6793777777777777,0.7176
27,0.9124489188194275,0.7616638155698776,0.6782222222222222,0.7234
28,0.9034950575298734,0.7661900287151336,0.6802444444444444,0.723
29,0.8973129502296447,0.7595605661869049,0.6840666666666667,0.726
30,0.8941346741994222,0.750060843372345,0.6848,0.7354
